defect_ref,check_id,entity_type,entity_key,description
INJ-0495,DQ-06,claim,CLM-2026-001507,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001507
INJ-0496,DQ-06,claim,CLM-2026-000538,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000538
INJ-0497,DQ-06,claim,CLM-2026-012238,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012238
INJ-0498,DQ-06,claim,CLM-2026-009082,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009082
INJ-0499,DQ-06,claim,CLM-2026-006871,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006871
INJ-0500,DQ-06,claim,CLM-2026-002272,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002272
INJ-0501,DQ-06,claim,CLM-2026-024955,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024955
INJ-0502,DQ-06,claim,CLM-2026-011284,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011284
INJ-0503,DQ-06,claim,CLM-2026-004748,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004748
INJ-0504,DQ-06,claim,CLM-2026-016410,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016410
INJ-0505,DQ-06,claim,CLM-2026-006170,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006170
INJ-0506,DQ-06,claim,CLM-2026-015274,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015274
INJ-0507,DQ-06,claim,CLM-2026-008738,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008738
INJ-0508,DQ-06,claim,CLM-2026-022684,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022684
INJ-0509,DQ-06,claim,CLM-2026-000387,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000387
INJ-0510,DQ-06,claim,CLM-2026-011899,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011899
INJ-0511,DQ-06,claim,CLM-2026-000072,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000072
INJ-0512,DQ-06,claim,CLM-2026-001357,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001357
INJ-0513,DQ-06,claim,CLM-2026-014215,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014215
INJ-0514,DQ-06,claim,CLM-2026-021179,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021179
INJ-0515,DQ-06,claim,CLM-2026-000112,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000112
INJ-0516,DQ-06,claim,CLM-2026-015890,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015890
INJ-0517,DQ-06,claim,CLM-2026-000595,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000595
INJ-0518,DQ-06,claim,CLM-2026-019835,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019835
INJ-0519,DQ-06,claim,CLM-2026-014242,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014242
INJ-0520,DQ-06,claim,CLM-2026-008613,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008613
INJ-0521,DQ-06,claim,CLM-2026-018982,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018982
INJ-0522,DQ-06,claim,CLM-2026-004106,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004106
INJ-0523,DQ-06,claim,CLM-2026-012868,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012868
INJ-0524,DQ-06,claim,CLM-2026-011609,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011609
INJ-0525,DQ-06,claim,CLM-2026-004499,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004499
INJ-0526,DQ-06,claim,CLM-2026-014860,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014860
INJ-0527,DQ-06,claim,CLM-2026-005282,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005282
INJ-0528,DQ-06,claim,CLM-2026-012269,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012269
INJ-0529,DQ-06,claim,CLM-2026-001492,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001492
INJ-0530,DQ-06,claim,CLM-2026-019219,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019219
INJ-0531,DQ-06,claim,CLM-2026-001258,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001258
INJ-0532,DQ-06,claim,CLM-2026-004578,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004578
INJ-0533,DQ-06,claim,CLM-2026-002803,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002803
INJ-0534,DQ-06,claim,CLM-2026-002734,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002734
INJ-0535,DQ-06,claim,CLM-2026-001952,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001952
INJ-0536,DQ-06,claim,CLM-2026-024495,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024495
INJ-0537,DQ-06,claim,CLM-2026-022141,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022141
INJ-0538,DQ-06,claim,CLM-2026-014870,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014870
INJ-0539,DQ-06,claim,CLM-2026-024719,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024719
INJ-0540,DQ-06,claim,CLM-2026-024046,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024046
INJ-0541,DQ-06,claim,CLM-2026-005735,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005735
INJ-0542,DQ-06,claim,CLM-2026-021368,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021368
INJ-0543,DQ-06,claim,CLM-2026-012535,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012535
INJ-0544,DQ-06,claim,CLM-2026-021619,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021619
INJ-0545,DQ-06,claim,CLM-2026-010554,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010554
INJ-0546,DQ-06,claim,CLM-2026-015173,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015173
INJ-0547,DQ-06,claim,CLM-2026-024921,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024921
INJ-0548,DQ-06,claim,CLM-2026-007999,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007999
INJ-0549,DQ-06,claim,CLM-2026-006486,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006486
INJ-0550,DQ-06,claim,CLM-2026-010114,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010114
INJ-0551,DQ-06,claim,CLM-2026-001399,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001399
INJ-0552,DQ-06,claim,CLM-2026-003775,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003775
INJ-0553,DQ-06,claim,CLM-2026-024710,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024710
INJ-0554,DQ-06,claim,CLM-2026-014490,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014490
INJ-0555,DQ-06,claim,CLM-2026-008366,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008366
INJ-0556,DQ-06,claim,CLM-2026-015150,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015150
INJ-0557,DQ-06,claim,CLM-2026-009845,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009845
INJ-0558,DQ-06,claim,CLM-2026-016853,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016853
INJ-0559,DQ-06,claim,CLM-2026-024971,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024971
INJ-0560,DQ-06,claim,CLM-2026-014835,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014835
INJ-0561,DQ-06,claim,CLM-2026-001385,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001385
INJ-0562,DQ-06,claim,CLM-2026-013141,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013141
INJ-0563,DQ-06,claim,CLM-2026-010863,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010863
INJ-0564,DQ-06,claim,CLM-2026-005697,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005697
INJ-0565,DQ-06,claim,CLM-2026-003848,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003848
INJ-0566,DQ-06,claim,CLM-2026-018841,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018841
INJ-0567,DQ-06,claim,CLM-2026-019299,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019299
INJ-0568,DQ-06,claim,CLM-2026-019314,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019314
INJ-0569,DQ-06,claim,CLM-2026-015268,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015268
INJ-0570,DQ-06,claim,CLM-2026-020792,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020792
INJ-0571,DQ-06,claim,CLM-2026-007692,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007692
INJ-0572,DQ-06,claim,CLM-2026-003590,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003590
INJ-0573,DQ-06,claim,CLM-2026-020411,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020411
INJ-0574,DQ-06,claim,CLM-2026-006191,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006191
INJ-0575,DQ-06,claim,CLM-2026-000200,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000200
INJ-0576,DQ-06,claim,CLM-2026-015912,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015912
INJ-0577,DQ-06,claim,CLM-2026-005488,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005488
INJ-0578,DQ-06,claim,CLM-2026-001128,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001128
INJ-0579,DQ-06,claim,CLM-2026-018842,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018842
INJ-0580,DQ-06,claim,CLM-2026-009459,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009459
INJ-0581,DQ-06,claim,CLM-2026-013673,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013673
INJ-0582,DQ-06,claim,CLM-2026-008618,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008618
INJ-0583,DQ-06,claim,CLM-2026-018494,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018494
INJ-0584,DQ-06,claim,CLM-2026-003577,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003577
INJ-0585,DQ-06,claim,CLM-2026-022524,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022524
INJ-0586,DQ-06,claim,CLM-2026-024995,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024995
INJ-0587,DQ-06,claim,CLM-2026-019350,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019350
INJ-0588,DQ-06,claim,CLM-2026-004691,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004691
INJ-0589,DQ-06,claim,CLM-2026-022416,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022416
INJ-0590,DQ-06,claim,CLM-2026-020861,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020861
INJ-0591,DQ-06,claim,CLM-2026-023918,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023918
INJ-0592,DQ-06,claim,CLM-2026-001458,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001458
INJ-0593,DQ-06,claim,CLM-2026-013471,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013471
INJ-0594,DQ-06,claim,CLM-2026-001932,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001932
INJ-0595,DQ-06,claim,CLM-2026-014933,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014933
INJ-0596,DQ-06,claim,CLM-2026-005308,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005308
INJ-0597,DQ-06,claim,CLM-2026-012296,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012296
INJ-0598,DQ-06,claim,CLM-2026-000517,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000517
INJ-0599,DQ-06,claim,CLM-2026-010839,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010839
INJ-0600,DQ-06,claim,CLM-2026-020628,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020628
INJ-0601,DQ-06,claim,CLM-2026-008786,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008786
INJ-0602,DQ-06,claim,CLM-2026-017569,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017569
INJ-0603,DQ-06,claim,CLM-2026-006738,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006738
INJ-0604,DQ-06,claim,CLM-2026-008761,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008761
INJ-0605,DQ-06,claim,CLM-2026-020909,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020909
INJ-0606,DQ-06,claim,CLM-2026-020191,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020191
INJ-0607,DQ-06,claim,CLM-2026-003919,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003919
INJ-0608,DQ-06,claim,CLM-2026-001167,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001167
INJ-0609,DQ-06,claim,CLM-2026-024498,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024498
INJ-0610,DQ-06,claim,CLM-2026-012100,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012100
INJ-0611,DQ-06,claim,CLM-2026-012525,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012525
INJ-0612,DQ-06,claim,CLM-2026-020147,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020147
INJ-0613,DQ-06,claim,CLM-2026-016708,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016708
INJ-0614,DQ-06,claim,CLM-2026-002038,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002038
INJ-0615,DQ-06,claim,CLM-2026-014181,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014181
INJ-0616,DQ-06,claim,CLM-2026-007555,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007555
INJ-0617,DQ-06,claim,CLM-2026-018357,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018357
INJ-0618,DQ-06,claim,CLM-2026-020498,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020498
INJ-0619,DQ-06,claim,CLM-2026-023829,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023829
INJ-0620,DQ-06,claim,CLM-2026-002490,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002490
INJ-0621,DQ-06,claim,CLM-2026-016497,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016497
INJ-0622,DQ-06,claim,CLM-2026-017672,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017672
INJ-0623,DQ-06,claim,CLM-2026-007554,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007554
INJ-0624,DQ-06,claim,CLM-2026-017094,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017094
INJ-0625,DQ-06,claim,CLM-2026-014725,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014725
INJ-0626,DQ-06,claim,CLM-2026-001327,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001327
INJ-0627,DQ-06,claim,CLM-2026-001319,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001319
INJ-0628,DQ-06,claim,CLM-2026-009539,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009539
INJ-0629,DQ-06,claim,CLM-2026-006116,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006116
INJ-0630,DQ-06,claim,CLM-2026-000975,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000975
INJ-0631,DQ-06,claim,CLM-2026-002477,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002477
INJ-0632,DQ-06,claim,CLM-2026-022540,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022540
INJ-0633,DQ-06,claim,CLM-2026-006517,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006517
INJ-0634,DQ-06,claim,CLM-2026-008751,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008751
INJ-0635,DQ-06,claim,CLM-2026-020684,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020684
INJ-0636,DQ-06,claim,CLM-2026-003917,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003917
INJ-0637,DQ-06,claim,CLM-2026-004861,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004861
INJ-0638,DQ-06,claim,CLM-2026-012704,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012704
INJ-0639,DQ-06,claim,CLM-2026-017981,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017981
INJ-0640,DQ-06,claim,CLM-2026-019180,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019180
INJ-0641,DQ-06,claim,CLM-2026-017827,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017827
INJ-0642,DQ-06,claim,CLM-2026-022605,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022605
INJ-0643,DQ-06,claim,CLM-2026-014379,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014379
INJ-0644,DQ-06,claim,CLM-2026-023377,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023377
INJ-0645,DQ-06,claim,CLM-2026-013933,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013933
INJ-0646,DQ-06,claim,CLM-2026-001670,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001670
INJ-0647,DQ-06,claim,CLM-2026-015015,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015015
INJ-0648,DQ-06,claim,CLM-2026-003083,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003083
INJ-0649,DQ-06,claim,CLM-2026-024826,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024826
INJ-0650,DQ-06,claim,CLM-2026-011652,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011652
INJ-0651,DQ-06,claim,CLM-2026-015581,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015581
INJ-0652,DQ-06,claim,CLM-2026-005775,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005775
INJ-0653,DQ-06,claim,CLM-2026-008855,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008855
INJ-0654,DQ-06,claim,CLM-2026-024587,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024587
INJ-0655,DQ-06,claim,CLM-2026-021574,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021574
INJ-0656,DQ-06,claim,CLM-2026-003999,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003999
INJ-0657,DQ-06,claim,CLM-2026-022607,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022607
INJ-0658,DQ-06,claim,CLM-2026-022059,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022059
INJ-0659,DQ-06,claim,CLM-2026-023724,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023724
INJ-0660,DQ-06,claim,CLM-2026-018050,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018050
INJ-0661,DQ-06,claim,CLM-2026-024568,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024568
INJ-0662,DQ-06,claim,CLM-2026-015309,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015309
INJ-0663,DQ-06,claim,CLM-2026-014804,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014804
INJ-0664,DQ-06,claim,CLM-2026-004892,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004892
INJ-0665,DQ-06,claim,CLM-2026-012811,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012811
INJ-0666,DQ-06,claim,CLM-2026-002065,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002065
INJ-0667,DQ-06,claim,CLM-2026-000133,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000133
INJ-0668,DQ-06,claim,CLM-2026-006502,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006502
INJ-0669,DQ-06,claim,CLM-2026-022790,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022790
INJ-0670,DQ-06,claim,CLM-2026-019304,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019304
INJ-0671,DQ-06,claim,CLM-2026-004124,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004124
INJ-0672,DQ-06,claim,CLM-2026-018321,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018321
INJ-0673,DQ-06,claim,CLM-2026-013873,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013873
INJ-0674,DQ-06,claim,CLM-2026-018555,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018555
INJ-0675,DQ-06,claim,CLM-2026-005596,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005596
INJ-0676,DQ-06,claim,CLM-2026-010010,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010010
INJ-0677,DQ-06,claim,CLM-2026-004189,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004189
INJ-0678,DQ-06,claim,CLM-2026-016391,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016391
INJ-0679,DQ-06,claim,CLM-2026-019917,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019917
INJ-0680,DQ-06,claim,CLM-2026-008275,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008275
INJ-0681,DQ-06,claim,CLM-2026-022037,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022037
INJ-0682,DQ-06,claim,CLM-2026-011554,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011554
INJ-0683,DQ-06,claim,CLM-2026-018589,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018589
INJ-0684,DQ-06,claim,CLM-2026-002914,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002914
INJ-0685,DQ-06,claim,CLM-2026-010716,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010716
INJ-0686,DQ-06,claim,CLM-2026-015375,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015375
INJ-0687,DQ-06,claim,CLM-2026-021110,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021110
INJ-0688,DQ-06,claim,CLM-2026-021867,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021867
INJ-0689,DQ-06,claim,CLM-2026-016353,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016353
INJ-0690,DQ-06,claim,CLM-2026-000181,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000181
INJ-0691,DQ-06,claim,CLM-2026-012224,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012224
INJ-0692,DQ-06,claim,CLM-2026-015108,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015108
INJ-0693,DQ-06,claim,CLM-2026-010002,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010002
INJ-0694,DQ-06,claim,CLM-2026-014723,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014723
INJ-0695,DQ-06,claim,CLM-2026-008095,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008095
INJ-0696,DQ-06,claim,CLM-2026-015621,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015621
INJ-0697,DQ-06,claim,CLM-2026-015430,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015430
INJ-0698,DQ-06,claim,CLM-2026-022741,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022741
INJ-0699,DQ-06,claim,CLM-2026-008133,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008133
INJ-0700,DQ-06,claim,CLM-2026-005955,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005955
INJ-0701,DQ-06,claim,CLM-2026-011468,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011468
INJ-0702,DQ-06,claim,CLM-2026-011407,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-011407
INJ-0703,DQ-06,claim,CLM-2026-003282,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003282
INJ-0704,DQ-06,claim,CLM-2026-015008,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015008
INJ-0705,DQ-06,claim,CLM-2026-014564,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014564
INJ-0706,DQ-06,claim,CLM-2026-021176,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021176
INJ-0707,DQ-06,claim,CLM-2026-018181,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018181
INJ-0708,DQ-06,claim,CLM-2026-021558,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021558
INJ-0709,DQ-06,claim,CLM-2026-001152,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001152
